Year, Month, Monthly_MSL, Linear_Trend, High_Conf., Low_Conf.
1913,1,-0.179,-0.19,-0.181,-0.199
1913,2,-0.111,-0.19,-0.181,-0.199
1913,3,-0.166,-0.19,-0.18,-0.199
1913,4,-0.13,-0.189,-0.18,-0.199
1913,5,-0.151,-0.189,-0.18,-0.198
1913,6,-0.122,-0.189,-0.18,-0.198
1913,7,-0.161,-0.189,-0.18,-0.198
1913,8,-0.117,-0.189,-0.179,-0.198
1913,9,-0.174,-0.188,-0.179,-0.197
1913,10,-0.207,-0.188,-0.179,-0.197
1913,11,-0.217,-0.188,-0.179,-0.197
1913,12,-0.168,-0.188,-0.179,-0.197
1914,1,-0.163,-0.188,-0.178,-0.197
1914,2,-0.19,-0.187,-0.178,-0.196
1914,3,-0.23,-0.187,-0.178,-0.196
1914,4,-0.191,-0.187,-0.178,-0.196
1914,5,-0.087,-0.187,-0.178,-0.196
1914,6,-0.134,-0.186,-0.177,-0.195
1914,7,-0.197,-0.186,-0.177,-0.195
1914,8,-0.114,-0.186,-0.177,-0.195
1914,9,-0.134,-0.186,-0.177,-0.195
1914,10,-0.25,-0.186,-0.177,-0.195
1914,11,-0.211,-0.185,-0.176,-0.194
1914,12,-0.122,-0.185,-0.176,-0.194
1915,1,-0.115,-0.185,-0.176,-0.194
1915,2,-0.114,-0.185,-0.176,-0.194
1915,3,-0.132,-0.185,-0.176,-0.193
1915,4,-0.166,-0.184,-0.176,-0.193
1915,5,-0.208,-0.184,-0.175,-0.193
1915,6,-0.177,-0.184,-0.175,-0.193
1915,7,-0.176,-0.184,-0.175,-0.193
1915,8,-0.184,-0.184,-0.175,-0.192
1915,9,-0.174,-0.183,-0.175,-0.192
1915,10,-0.21,-0.183,-0.174,-0.192
1915,11,-0.19,-0.183,-0.174,-0.192
1915,12,-0.198,-0.183,-0.174,-0.192
1916,1,-0.173,-0.183,-0.174,-0.191
1916,2,-0.129,-0.182,-0.174,-0.191
1916,3,-0.205,-0.182,-0.173,-0.191
1916,4,-0.178,-0.182,-0.173,-0.191
1916,5,-0.132,-0.182,-0.173,-0.19
1916,6,-0.201,-0.181,-0.173,-0.19
1916,7,-0.136,-0.181,-0.173,-0.19
1916,8,-0.163,-0.181,-0.172,-0.19
1916,9,-0.162,-0.181,-0.172,-0.19
1916,10,-0.113,-0.181,-0.172,-0.189
1916,11,-0.129,-0.18,-0.172,-0.189
1916,12,-0.159,-0.18,-0.172,-0.189
1917,1,-0.206,-0.18,-0.171,-0.189
1917,2,-0.169,-0.18,-0.171,-0.188
1917,3,-0.038,-0.18,-0.171,-0.188
1917,4,-0.075,-0.179,-0.171,-0.188
1917,5,-0.138,-0.179,-0.171,-0.188
1917,6,-0.171,-0.179,-0.17,-0.188
1917,7,-0.203,-0.179,-0.17,-0.187
1917,8,-0.239,-0.179,-0.17,-0.187
1917,9,-0.134,-0.178,-0.17,-0.187
1917,10,-0.106,-0.178,-0.17,-0.187
1917,11,-0.074,-0.178,-0.169,-0.186
1917,12,-0.092,-0.178,-0.169,-0.186
1918,1,-0.151,-0.178,-0.169,-0.186
1918,2,-0.214,-0.177,-0.169,-0.186
1918,3,-0.15,-0.177,-0.169,-0.186
1918,4,-0.096,-0.177,-0.168,-0.185
1918,5,-0.138,-0.177,-0.168,-0.185
1918,6,-0.165,-0.176,-0.168,-0.185
1918,7,-0.164,-0.176,-0.168,-0.185
1918,8,-0.172,-0.176,-0.168,-0.185
1918,9,-0.192,-0.176,-0.167,-0.184
1918,10,-0.25,-0.176,-0.167,-0.184
1918,11,-0.177,-0.175,-0.167,-0.184
1918,12,-0.122,-0.175,-0.167,-0.184
1919,1,-0.173,-0.175,-0.167,-0.183
1919,2,-0.196,-0.175,-0.166,-0.183
1919,3,-0.144,-0.175,-0.166,-0.183
1919,4,-0.191,-0.174,-0.166,-0.183
1919,5,-0.19,-0.174,-0.166,-0.183
1919,6,-0.149,-0.174,-0.166,-0.182
1919,7,-0.145,-0.174,-0.165,-0.182
1919,8,-0.175,-0.174,-0.165,-0.182
1919,9,-0.147,-0.173,-0.165,-0.182
1919,10,-0.164,-0.173,-0.165,-0.181
1919,11,-0.15,-0.173,-0.165,-0.181
1919,12,-0.156,-0.173,-0.164,-0.181
1920,1,-0.218,-0.172,-0.164,-0.181
1920,2,-0.144,-0.172,-0.164,-0.181
1920,3,-0.294,-0.172,-0.164,-0.18
1920,4,-0.206,-0.172,-0.164,-0.18
1920,5,-0.19,-0.172,-0.163,-0.18
1920,6,-0.146,-0.171,-0.163,-0.18
1920,7,-0.157,-0.171,-0.163,-0.179
1920,8,-0.193,-0.171,-0.163,-0.179
1920,9,-0.183,-0.171,-0.163,-0.179
1920,10,-0.204,-0.171,-0.162,-0.179
1920,11,-0.193,-0.17,-0.162,-0.179
1920,12,-0.162,-0.17,-0.162,-0.178
1921,1,-0.157,-0.17,-0.162,-0.178
1921,2,-0.157,-0.17,-0.162,-0.178
1921,3,-0.15,-0.17,-0.161,-0.178
1921,4,-0.117,-0.169,-0.161,-0.178
1921,5,-0.132,-0.169,-0.161,-0.177
1921,6,-0.085,-0.169,-0.161,-0.177
1921,7,-0.151,-0.169,-0.161,-0.177
1921,8,-0.175,-0.169,-0.16,-0.177
1921,9,-0.138,-0.168,-0.16,-0.176
1921,10,-0.134,-0.168,-0.16,-0.176
1921,11,-0.214,-0.168,-0.16,-0.176
1921,12,-0.162,-0.168,-0.16,-0.176
1922,1,-0.182,-0.167,-0.159,-0.176
1922,2,-0.117,-0.167,-0.159,-0.175
1922,3,-0.126,-0.167,-0.159,-0.175
1922,4,-0.16,-0.167,-0.159,-0.175
1922,5,-0.154,-0.167,-0.159,-0.175
1922,6,-0.143,-0.166,-0.158,-0.174
1922,7,-0.13,-0.166,-0.158,-0.174
1922,8,-0.151,-0.166,-0.158,-0.174
1922,9,-0.147,-0.166,-0.158,-0.174
1922,10,-0.183,-0.166,-0.158,-0.174
1922,11,-0.208,-0.165,-0.157,-0.173
1922,12,-0.22,-0.165,-0.157,-0.173
1923,1,-0.173,-0.165,-0.157,-0.173
1923,2,-0.172,-0.165,-0.157,-0.173
1923,3,-0.129,-0.165,-0.157,-0.172
1923,4,-0.127,-0.164,-0.156,-0.172
1923,5,-0.105,-0.164,-0.156,-0.172
1923,6,-0.156,-0.164,-0.156,-0.172
1923,7,-0.194,-0.164,-0.156,-0.172
1923,8,-0.236,-0.164,-0.156,-0.171
1923,9,-0.211,-0.163,-0.155,-0.171
1923,10,-0.222,-0.163,-0.155,-0.171
1923,11,-0.223,-0.163,-0.155,-0.171
1923,12,-0.241,-0.163,-0.155,-0.171
1924,1,-0.179,-0.162,-0.155,-0.17
1924,2,-0.144,-0.162,-0.154,-0.17
1924,3,-0.147,-0.162,-0.154,-0.17
1924,4,-0.245,-0.162,-0.154,-0.17
1924,5,-0.227,-0.162,-0.154,-0.169
1924,6,-0.18,-0.161,-0.154,-0.169
1924,7,-0.13,-0.161,-0.153,-0.169
1924,8,-0.126,-0.161,-0.153,-0.169
1924,9,-0.153,-0.161,-0.153,-0.169
1924,10,-0.167,-0.161,-0.153,-0.168
1924,11,-0.171,-0.16,-0.153,-0.168
1924,12,-0.277,-0.16,-0.153,-0.168
1925,1,-0.194,-0.16,-0.152,-0.168
1925,2,-0.132,-0.16,-0.152,-0.167
1925,3,-0.166,-0.16,-0.152,-0.167
1925,4,-0.242,-0.159,-0.152,-0.167
1925,5,-0.154,-0.159,-0.152,-0.167
1925,6,-0.18,-0.159,-0.151,-0.167
1925,7,-0.179,-0.159,-0.151,-0.166
1925,8,-0.145,-0.159,-0.151,-0.166
1925,9,-0.174,-0.158,-0.151,-0.166
1925,10,-0.225,-0.158,-0.151,-0.166
1925,11,-0.132,-0.158,-0.15,-0.165
1926,1,-0.209,-0.157,-0.15,-0.165
1926,2,-0.26,-0.157,-0.15,-0.165
1926,3,-0.251,-0.157,-0.15,-0.165
1926,4,-0.197,-0.157,-0.149,-0.164
1926,5,-0.202,-0.157,-0.149,-0.164
1926,6,-0.186,-0.156,-0.149,-0.164
1926,7,-0.185,-0.156,-0.149,-0.164
1926,8,-0.129,-0.156,-0.149,-0.164
1926,9,-0.138,-0.156,-0.148,-0.163
1926,10,-0.152,-0.156,-0.148,-0.163
1926,11,-0.193,-0.155,-0.148,-0.163
1926,12,-0.186,-0.155,-0.148,-0.163
1927,1,-0.148,-0.155,-0.148,-0.162
1927,2,-0.126,-0.155,-0.147,-0.162
1927,3,-0.126,-0.155,-0.147,-0.162
1927,4,-0.139,-0.154,-0.147,-0.162
1927,5,-0.172,-0.154,-0.147,-0.162
1927,6,-0.158,-0.154,-0.147,-0.161
1927,7,-0.194,-0.154,-0.146,-0.161
1927,8,-0.153,-0.154,-0.146,-0.161
1927,9,-0.22,-0.153,-0.146,-0.161
1927,10,-0.192,-0.153,-0.146,-0.16
1927,11,-0.141,-0.153,-0.146,-0.16
1927,12,-0.125,-0.153,-0.145,-0.16
1928,1,-0.188,-0.152,-0.145,-0.16
1928,2,-0.26,-0.152,-0.145,-0.16
1928,3,-0.199,-0.152,-0.145,-0.159
1928,4,-0.221,-0.152,-0.145,-0.159
1928,5,-0.172,-0.152,-0.144,-0.159
1928,6,-0.152,-0.151,-0.144,-0.159
1928,7,-0.145,-0.151,-0.144,-0.159
1928,8,-0.139,-0.151,-0.144,-0.158
1928,9,-0.165,-0.151,-0.144,-0.158
1928,10,-0.183,-0.151,-0.143,-0.158
1928,11,-0.159,-0.15,-0.143,-0.158
1928,12,-0.116,-0.15,-0.143,-0.157
1929,1,-0.194,-0.15,-0.143,-0.157
1929,2,-0.102,-0.15,-0.143,-0.157
1929,3,-0.159,-0.15,-0.142,-0.157
1929,4,-0.12,-0.149,-0.142,-0.157
1929,5,-0.16,-0.149,-0.142,-0.156
1929,6,-0.149,-0.149,-0.142,-0.156
1929,7,-0.103,-0.149,-0.142,-0.156
1929,8,-0.153,-0.149,-0.141,-0.156
1929,9,-0.177,-0.148,-0.141,-0.155
1929,10,-0.262,-0.148,-0.141,-0.155
1929,11,-0.22,-0.148,-0.141,-0.155
1929,12,-0.152,-0.148,-0.141,-0.155
1930,1,-0.093,-0.147,-0.14,-0.155
1930,2,-0.083,-0.147,-0.14,-0.154
1930,3,-0.129,-0.147,-0.14,-0.154
1930,4,-0.13,-0.147,-0.14,-0.154
1930,5,-0.147,-0.147,-0.14,-0.154
1930,6,-0.167,-0.146,-0.139,-0.154
1930,7,-0.164,-0.146,-0.139,-0.153
1930,8,-0.126,-0.146,-0.139,-0.153
1930,9,-0.214,-0.146,-0.139,-0.153
1930,10,-0.182,-0.146,-0.139,-0.153
1930,11,-0.214,-0.145,-0.138,-0.152
1930,12,-0.189,-0.145,-0.138,-0.152
1931,1,-0.23,-0.145,-0.138,-0.152
1931,2,-0.178,-0.145,-0.138,-0.152
1931,3,-0.126,-0.145,-0.138,-0.152
1931,4,-0.151,-0.144,-0.137,-0.151
1931,5,-0.264,-0.144,-0.137,-0.151
1931,6,-0.213,-0.144,-0.137,-0.151
1931,7,-0.194,-0.144,-0.137,-0.151
1931,8,-0.23,-0.144,-0.137,-0.15
1931,9,-0.201,-0.143,-0.136,-0.15
1931,10,-0.24,-0.143,-0.136,-0.15
1931,11,-0.192,-0.143,-0.136,-0.15
1931,12,-0.155,-0.143,-0.136,-0.15
1932,1,-0.13,-0.142,-0.136,-0.149
1932,2,-0.156,-0.142,-0.135,-0.149
1932,3,-0.171,-0.142,-0.135,-0.149
1932,4,-0.163,-0.142,-0.135,-0.149
1932,5,-0.16,-0.142,-0.135,-0.148
1932,6,-0.164,-0.141,-0.135,-0.148
1932,7,-0.155,-0.141,-0.134,-0.148
1932,8,-0.144,-0.141,-0.134,-0.148
1932,9,-0.153,-0.141,-0.134,-0.148
1932,10,-0.207,-0.141,-0.134,-0.147
1932,11,-0.141,-0.14,-0.134,-0.147
1932,12,-0.061,-0.14,-0.133,-0.147
1933,1,-0.114,-0.14,-0.133,-0.147
1933,2,-0.135,-0.14,-0.133,-0.147
1933,3,-0.178,-0.14,-0.133,-0.146
1933,4,-0.105,-0.139,-0.133,-0.146
1933,5,-0.105,-0.139,-0.132,-0.146
1933,6,-0.085,-0.139,-0.132,-0.146
1933,7,-0.121,-0.139,-0.132,-0.145
1933,8,-0.098,-0.139,-0.132,-0.145
1933,9,-0.122,-0.138,-0.132,-0.145
1933,10,-0.067,-0.138,-0.131,-0.145
1933,11,-0.113,-0.138,-0.131,-0.145
1933,12,-0.186,-0.138,-0.131,-0.144
1934,1,-0.148,-0.137,-0.131,-0.144
1934,2,-0.199,-0.137,-0.131,-0.144
1934,3,-0.178,-0.137,-0.13,-0.144
1934,4,-0.151,-0.137,-0.13,-0.143
1934,5,-0.196,-0.137,-0.13,-0.143
1934,6,-0.171,-0.136,-0.13,-0.143
1934,7,-0.179,-0.136,-0.13,-0.143
1934,8,-0.196,-0.136,-0.129,-0.143
1934,9,-0.147,-0.136,-0.129,-0.142
1934,10,-0.146,-0.136,-0.129,-0.142
1934,11,-0.165,-0.135,-0.129,-0.142
1934,12,-0.119,-0.135,-0.129,-0.142
1935,1,-0.075,-0.135,-0.128,-0.142
1935,2,-0.144,-0.135,-0.128,-0.141
1935,3,-0.126,-0.135,-0.128,-0.141
1935,4,-0.096,-0.134,-0.128,-0.141
1935,5,-0.172,-0.134,-0.128,-0.141
1935,6,-0.158,-0.134,-0.127,-0.14
1935,7,-0.139,-0.134,-0.127,-0.14
1935,8,-0.126,-0.134,-0.127,-0.14
1935,9,-0.202,-0.133,-0.127,-0.14
1935,10,-0.103,-0.133,-0.127,-0.14
1935,11,-0.11,-0.133,-0.126,-0.139
1935,12,-0.14,-0.133,-0.126,-0.139
1936,1,-0.124,-0.132,-0.126,-0.139
1936,2,-0.089,-0.132,-0.126,-0.139
1936,3,-0.153,-0.132,-0.126,-0.138
1936,4,-0.166,-0.132,-0.125,-0.138
1936,5,-0.056,-0.132,-0.125,-0.138
1936,6,-0.055,-0.131,-0.125,-0.138
1936,7,-0.103,-0.131,-0.125,-0.138
1936,8,-0.135,-0.131,-0.125,-0.137
1936,9,-0.116,-0.131,-0.124,-0.137
1936,10,-0.094,-0.131,-0.124,-0.137
1936,11,-0.123,-0.13,-0.124,-0.137
1936,12,-0.052,-0.13,-0.124,-0.137
1937,1,-0.063,-0.13,-0.124,-0.136
1937,2,-0.001,-0.13,-0.123,-0.136
1937,3,-0.123,-0.13,-0.123,-0.136
1937,4,-0.099,-0.129,-0.123,-0.136
1937,5,-0.053,-0.129,-0.123,-0.135
1937,6,-0.137,-0.129,-0.123,-0.135
1937,7,-0.075,-0.129,-0.122,-0.135
1937,8,-0.059,-0.129,-0.122,-0.135
1937,9,-0.098,-0.128,-0.122,-0.135
1937,10,-0.094,-0.128,-0.122,-0.134
1937,11,-0.126,-0.128,-0.122,-0.134
1937,12,-0.122,-0.128,-0.121,-0.134
1938,1,-0.124,-0.127,-0.121,-0.134
1938,2,-0.114,-0.127,-0.121,-0.134
1938,3,-0.144,-0.127,-0.121,-0.133
1938,4,-0.117,-0.127,-0.121,-0.133
1938,5,-0.12,-0.127,-0.12,-0.133
1938,6,-0.128,-0.126,-0.12,-0.133
1938,7,-0.157,-0.126,-0.12,-0.132
1938,8,-0.111,-0.126,-0.12,-0.132
1938,9,-0.174,-0.126,-0.12,-0.132
1938,10,-0.146,-0.126,-0.119,-0.132
1938,11,-0.089,-0.125,-0.119,-0.132
1938,12,-0.116,-0.125,-0.119,-0.131
1939,1,-0.118,-0.125,-0.119,-0.131
1939,2,-0.114,-0.125,-0.119,-0.131
1939,3,-0.114,-0.125,-0.118,-0.131
1939,4,-0.124,-0.124,-0.118,-0.13
1939,5,-0.117,-0.124,-0.118,-0.13
1939,6,-0.131,-0.124,-0.118,-0.13
1939,7,-0.133,-0.124,-0.118,-0.13
1939,8,-0.123,-0.124,-0.117,-0.13
1939,9,-0.134,-0.123,-0.117,-0.129
1939,10,-0.076,-0.123,-0.117,-0.129
1939,11,-0.098,-0.123,-0.117,-0.129
1939,12,-0.137,-0.123,-0.117,-0.129
1940,1,-0.169,-0.122,-0.116,-0.129
1940,2,-0.172,-0.122,-0.116,-0.128
1940,3,-0.166,-0.122,-0.116,-0.128
1940,4,-0.197,-0.122,-0.116,-0.128
1940,5,-0.151,-0.122,-0.116,-0.128
1940,6,-0.162,-0.121,-0.115,-0.127
1940,7,-0.145,-0.121,-0.115,-0.127
1940,8,-0.093,-0.121,-0.115,-0.127
1940,9,-0.104,-0.121,-0.115,-0.127
1940,10,-0.11,-0.121,-0.115,-0.127
1940,11,-0.19,-0.12,-0.114,-0.126
1940,12,-0.122,-0.12,-0.114,-0.126
1941,1,-0.072,-0.12,-0.114,-0.126
1941,2,-0.068,-0.12,-0.114,-0.126
1941,3,-0.169,-0.12,-0.114,-0.125
1941,4,-0.12,-0.119,-0.113,-0.125
1941,5,-0.114,-0.119,-0.113,-0.125
1941,6,-0.165,-0.119,-0.113,-0.125
1941,7,-0.179,-0.119,-0.113,-0.125
1941,8,-0.172,-0.119,-0.113,-0.124
1941,9,-0.107,-0.118,-0.112,-0.124
1941,10,-0.198,-0.118,-0.112,-0.124
1941,11,-0.144,-0.118,-0.112,-0.124
1941,12,-0.116,-0.118,-0.112,-0.124
1942,1,-0.112,-0.117,-0.112,-0.123
1942,2,-0.086,-0.117,-0.111,-0.123
1942,3,-0.135,-0.117,-0.111,-0.123
1942,4,-0.081,-0.117,-0.111,-0.123
1942,5,-0.111,-0.117,-0.111,-0.122
1942,6,-0.076,-0.116,-0.111,-0.122
1942,7,-0.057,-0.116,-0.11,-0.122
1942,8,-0.111,-0.116,-0.11,-0.122
1942,9,-0.098,-0.116,-0.11,-0.122
1942,10,-0.049,-0.116,-0.11,-0.121
1942,11,-0.04,-0.115,-0.11,-0.121
1942,12,-0.122,-0.115,-0.109,-0.121
1943,1,-0.133,-0.115,-0.109,-0.121
1943,2,-0.12,-0.115,-0.109,-0.121
1943,3,-0.053,-0.115,-0.109,-0.12
1943,4,-0.053,-0.114,-0.109,-0.12
1943,5,-0.083,-0.114,-0.108,-0.12
1943,6,-0.082,-0.114,-0.108,-0.12
1943,7,-0.151,-0.114,-0.108,-0.119
1943,8,-0.108,-0.114,-0.108,-0.119
1943,9,-0.04,-0.113,-0.108,-0.119
1943,10,-0.049,-0.113,-0.107,-0.119
1943,11,-0.138,-0.113,-0.107,-0.119
1943,12,-0.116,-0.113,-0.107,-0.118
1944,1,-0.124,-0.112,-0.107,-0.118
1944,2,-0.132,-0.112,-0.107,-0.118
1944,3,-0.086,-0.112,-0.106,-0.118
1944,4,-0.087,-0.112,-0.106,-0.118
1944,5,-0.093,-0.112,-0.106,-0.117
1944,6,-0.073,-0.111,-0.106,-0.117
1944,7,-0.084,-0.111,-0.106,-0.117
1944,8,-0.102,-0.111,-0.105,-0.117
1944,9,-0.089,-0.111,-0.105,-0.116
1944,10,-0.055,-0.111,-0.105,-0.116
1944,11,-0.077,-0.11,-0.105,-0.116
1944,12,-0.149,-0.11,-0.105,-0.116
1945,1,-0.118,-0.11,-0.104,-0.116
1945,2,-0.193,-0.11,-0.104,-0.115
1945,3,-0.147,-0.11,-0.104,-0.115
1945,4,-0.078,-0.109,-0.104,-0.115
1945,5,-0.087,-0.109,-0.104,-0.115
1945,6,-0.079,-0.109,-0.103,-0.114
1945,7,-0.09,-0.109,-0.103,-0.114
1945,8,-0.084,-0.108,-0.103,-0.114
1945,9,-0.116,-0.108,-0.103,-0.114
1945,10,-0.134,-0.108,-0.103,-0.114
1945,11,-0.168,-0.108,-0.102,-0.113
1945,12,-0.137,-0.108,-0.102,-0.113
1946,1,-0.139,-0.107,-0.102,-0.113
1946,2,-0.111,-0.107,-0.102,-0.113
1946,3,-0.102,-0.107,-0.102,-0.113
1946,4,-0.069,-0.107,-0.101,-0.112
1946,5,-0.129,-0.107,-0.101,-0.112
1946,6,-0.131,-0.106,-0.101,-0.112
1946,7,-0.097,-0.106,-0.101,-0.112
1946,8,-0.062,-0.106,-0.101,-0.111
1946,9,-0.052,-0.106,-0.1,-0.111
1946,10,-0.052,-0.106,-0.1,-0.111
1946,11,-0.019,-0.105,-0.1,-0.111
1946,12,0.058,-0.105,-0.1,-0.111
1947,1,-0.035,-0.105,-0.1,-0.11
1947,2,-0.035,-0.105,-0.099,-0.11
1947,3,-0.077,-0.105,-0.099,-0.11
1947,4,-0.105,-0.104,-0.099,-0.11
1947,5,-0.032,-0.104,-0.099,-0.11
1947,6,0.003,-0.104,-0.099,-0.109
1947,7,-0.081,-0.104,-0.098,-0.109
